logA,logB,ccheu,ccind,ccdcr,ccfreq,ccdur,cctime
slo_(C104-asymptomatic).xes,slo_(C104-D0.000).xes,0.953864189,1,1,0.855777937,0.784284589,0.590768684
slo_(C104-asymptomatic).xes,slo_(C104-D0.029).xes,0.953811676,1,1,0.855248309,0.767720518,0.597086042
slo_(C104-asymptomatic).xes,slo_(C104-D0.057).xes,0.954273832,1,1,0.854233435,0.776620927,0.600093809
slo_(C104-asymptomatic).xes,slo_(C104-D0.086).xes,0.953024645,1,1,0.85631941,0.754333887,0.561123779
slo_(C104-asymptomatic).xes,slo_(C104-D0.114).xes,0.953094971,1,1,0.857556888,0.787208461,0.565856179
slo_(C104-asymptomatic).xes,slo_(C104-D0.143).xes,0.953212969,1,1,0.851792238,0.772905748,0.584748209
slo_(C104-asymptomatic).xes,slo_(C104-D0.171).xes,0.952547041,1,1,0.853188593,0.770352847,0.595085934
slo_(C104-asymptomatic).xes,slo_(C104-D0.200).xes,0.951915007,1,1,0.855333269,0.768059934,0.589605248
slo_(C104-asymptomatic).xes,slo_(C104-D0.229).xes,0.954585595,1,1,0.855392434,0.771927153,0.599214589
slo_(C104-asymptomatic).xes,slo_(C104-D0.257).xes,0.952795601,1,1,0.853750131,0.767315236,0.610273807
slo_(C104-asymptomatic).xes,slo_(C104-D0.286).xes,0.952718743,1,1,0.856215013,0.781704113,0.592242125
slo_(C104-asymptomatic).xes,slo_(C104-D0.314).xes,0.952538071,1,1,0.857653265,0.795764065,0.595825344
slo_(C104-asymptomatic).xes,slo_(C104-D0.343).xes,0.953646491,1,1,0.856218051,0.764145056,0.59204664
slo_(C104-asymptomatic).xes,slo_(C104-D0.371).xes,0.951740952,1,1,0.854212242,0.761312023,0.570449281
slo_(C104-asymptomatic).xes,slo_(C104-D0.400).xes,0.953604385,1,1,0.853739524,0.76350074,0.59787362
slo_(C104-asymptomatic).xes,slo_(C104-D0.429).xes,0.952906392,1,1,0.859132981,0.766682785,0.590841274
slo_(C104-asymptomatic).xes,slo_(C104-D0.457).xes,0.953786774,1,1,0.85160288,0.780530657,0.583246045
slo_(C104-asymptomatic).xes,slo_(C104-D0.486).xes,0.951836573,1,1,0.852967142,0.758269458,0.612348235
slo_(C104-asymptomatic).xes,slo_(C104-D0.514).xes,0.953644108,1,1,0.857127666,0.785161053,0.547059582
slo_(C104-asymptomatic).xes,slo_(C104-D0.543).xes,0.95363101,1,1,0.858849742,0.78014835,0.585311983
slo_(C104-asymptomatic).xes,slo_(C104-D0.571).xes,0.954066517,1,1,0.857628816,0.775691833,0.573112278
slo_(C104-asymptomatic).xes,slo_(C104-D0.600).xes,0.952288231,1,1,0.855130205,0.766572709,0.604719546
slo_(C104-asymptomatic).xes,slo_(C104-D0.629).xes,0.954769311,1,1,0.855948191,0.785194537,0.604943893
slo_(C104-asymptomatic).xes,slo_(C104-D0.657).xes,0.95464333,1,1,0.854447544,0.768273351,0.55653165
slo_(C104-asymptomatic).xes,slo_(C104-D0.686).xes,0.952808058,1,1,0.853324344,0.758063673,0.595006227
slo_(C104-asymptomatic).xes,slo_(C104-D0.714).xes,0.955820769,1,1,0.854863483,0.773100078,0.600678938
slo_(C104-asymptomatic).xes,slo_(C104-D0.743).xes,0.952008651,1,1,0.851155302,0.754773435,0.549276813
slo_(C104-asymptomatic).xes,slo_(C104-D0.771).xes,0.954671285,1,1,0.856661359,0.781663714,0.564198318
slo_(C104-asymptomatic).xes,slo_(C104-D0.800).xes,0.952883966,1,1,0.859787981,0.768307549,0.576108719
slo_(C104-asymptomatic).xes,slo_(C104-D0.829).xes,0.954201871,1,1,0.854007225,0.778070546,0.553846792
slo_(C104-asymptomatic).xes,slo_(C104-D0.857).xes,0.95446787,1,1,0.858469218,0.776919184,0.561233467
slo_(C104-asymptomatic).xes,slo_(C104-D0.886).xes,0.95172746,1,1,0.853713999,0.764350581,0.554753298
slo_(C104-asymptomatic).xes,slo_(C104-D0.914).xes,0.952210529,1,1,0.855067391,0.766570747,0.531082822
slo_(C104-asymptomatic).xes,slo_(C104-D0.943).xes,0.95251369,1,1,0.857573969,0.750172892,0.535223157
slo_(C104-asymptomatic).xes,slo_(C104-D0.971).xes,0.953957932,1,1,0.858212618,0.768601573,0.524299289
slo_(C104-asymptomatic).xes,slo_(C104-D1.000).xes,0.954424377,1,1,0.857514371,0.774103868,0.519457446
slo_(C104-asymptomatic).xes,slo_(C104-D0.000).xes,0.953864189,1,1,0.855777937,0.784176047,0.582556238
slo_(C104-asymptomatic).xes,slo_(C104-D0.029).xes,0.953811676,1,1,0.855248309,0.768010777,0.581382973
slo_(C104-asymptomatic).xes,slo_(C104-D0.057).xes,0.954273832,1,1,0.854233435,0.776618259,0.565503041
slo_(C104-asymptomatic).xes,slo_(C104-D0.086).xes,0.953024645,1,1,0.85631941,0.754800075,0.535696283
slo_(C104-asymptomatic).xes,slo_(C104-D0.114).xes,0.953094971,1,1,0.857556888,0.786876104,0.570415868
slo_(C104-asymptomatic).xes,slo_(C104-D0.143).xes,0.953212969,1,1,0.851792238,0.772715797,0.569122133
slo_(C104-asymptomatic).xes,slo_(C104-D0.171).xes,0.952547041,1,1,0.853188593,0.770631205,0.570144123
slo_(C104-asymptomatic).xes,slo_(C104-D0.200).xes,0.951915007,1,1,0.855333269,0.76821921,0.573762096
slo_(C104-asymptomatic).xes,slo_(C104-D0.229).xes,0.954585595,1,1,0.855392434,0.771827785,0.594518708
slo_(C104-asymptomatic).xes,slo_(C104-D0.257).xes,0.952795601,1,1,0.853750131,0.767497996,0.612716369
slo_(C104-asymptomatic).xes,slo_(C104-D0.286).xes,0.952718743,1,1,0.856215013,0.781966518,0.595202823
slo_(C104-asymptomatic).xes,slo_(C104-D0.314).xes,0.952538071,1,1,0.857653265,0.795825134,0.595781101
slo_(C104-asymptomatic).xes,slo_(C104-D0.343).xes,0.953646491,1,1,0.856218051,0.76404565,0.580302023
slo_(C104-asymptomatic).xes,slo_(C104-D0.371).xes,0.951740952,1,1,0.854212242,0.761303143,0.559597709
slo_(C104-asymptomatic).xes,slo_(C104-D0.400).xes,0.953604385,1,1,0.853739524,0.763282048,0.591124291
slo_(C104-asymptomatic).xes,slo_(C104-D0.429).xes,0.952906392,1,1,0.859132981,0.766712873,0.571342014
slo_(C104-asymptomatic).xes,slo_(C104-D0.457).xes,0.953786774,1,1,0.85160288,0.780940284,0.565306281
slo_(C104-asymptomatic).xes,slo_(C104-D0.486).xes,0.951836573,1,1,0.852967142,0.758825668,0.621965174
slo_(C104-asymptomatic).xes,slo_(C104-D0.514).xes,0.953644108,1,1,0.857127666,0.785013519,0.532933398
slo_(C104-asymptomatic).xes,slo_(C104-D0.543).xes,0.95363101,1,1,0.858849742,0.780678791,0.592791086
slo_(C104-asymptomatic).xes,slo_(C104-D0.571).xes,0.954066517,1,1,0.857628816,0.775611152,0.580424814
slo_(C104-asymptomatic).xes,slo_(C104-D0.600).xes,0.952288231,1,1,0.855130205,0.76660713,0.598946629
slo_(C104-asymptomatic).xes,slo_(C104-D0.629).xes,0.954769311,1,1,0.855948191,0.78536303,0.603104087
slo_(C104-asymptomatic).xes,slo_(C104-D0.657).xes,0.95464333,1,1,0.854447544,0.767724507,0.529056214
slo_(C104-asymptomatic).xes,slo_(C104-D0.686).xes,0.952808058,1,1,0.853324344,0.758700458,0.597738342
slo_(C104-asymptomatic).xes,slo_(C104-D0.714).xes,0.954129262,1,1,0.854863483,0.772831924,0.58426287
slo_(C104-asymptomatic).xes,slo_(C104-D0.743).xes,0.952008651,1,1,0.851155302,0.754725224,0.54180517
slo_(C104-asymptomatic).xes,slo_(C104-D0.771).xes,0.954671285,1,1,0.856661359,0.781470172,0.582778239
slo_(C104-asymptomatic).xes,slo_(C104-D0.800).xes,0.952883966,1,1,0.859787981,0.768664832,0.591403272
slo_(C104-asymptomatic).xes,slo_(C104-D0.829).xes,0.954201871,1,1,0.854007225,0.777912584,0.563203522
slo_(C104-asymptomatic).xes,slo_(C104-D0.857).xes,0.95446787,1,1,0.858469218,0.776823948,0.546938014
slo_(C104-asymptomatic).xes,slo_(C104-D0.886).xes,0.95172746,1,1,0.853713999,0.765317542,0.539421497
slo_(C104-asymptomatic).xes,slo_(C104-D0.914).xes,0.952210529,1,1,0.855067391,0.766506245,0.543488921
slo_(C104-asymptomatic).xes,slo_(C104-D0.943).xes,0.95251369,1,1,0.857573969,0.750143637,0.518398142
slo_(C104-asymptomatic).xes,slo_(C104-D0.971).xes,0.953957932,1,1,0.858212618,0.768010568,0.531849001
slo_(C104-asymptomatic).xes,slo_(C104-D1.000).xes,0.952664882,1,1,0.857514371,0.773983598,0.512163063
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.000).xes,0.953864189,1,1,0.855777937,0.784270445,0.594724448
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.029).xes,0.953058793,1,1,0.852633099,0.760270759,0.437913238
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.057).xes,0.953863868,1,1,0.856220922,0.741400103,0.368012291
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.086).xes,0.954587711,1,1,0.853281569,0.715072573,0.352021474
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.114).xes,0.953612005,1,1,0.856847469,0.722407425,0.325548874
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.143).xes,0.952323087,1,1,0.857437198,0.690273178,0.293700645
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.171).xes,0.954336578,1,1,0.853939257,0.673179032,0.254958355
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.200).xes,0.955248922,1,1,0.855948531,0.686088192,0.25955319
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.229).xes,0.953385858,1,1,0.853968597,0.641133858,0.216115157
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.257).xes,0.953781516,1,1,0.853507793,0.618860998,0.188228523
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.286).xes,0.952963055,1,1,0.853259816,0.628848328,0.184451771
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.314).xes,0.954485847,1,1,0.85510795,0.615068641,0.182842384
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.343).xes,0.951921383,1,1,0.854873514,0.58634913,0.185947744
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.371).xes,0.953822434,1,1,0.857595087,0.578698238,0.170282415
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.400).xes,0.95211325,1,1,0.856765035,0.557518331,0.15786705
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.429).xes,0.953888771,1,1,0.855723645,0.561156141,0.17426214
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.457).xes,0.95217337,1,1,0.853854384,0.529120111,0.163748384
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.486).xes,0.95348875,1,1,0.858880262,0.525629732,0.177374579
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.514).xes,0.951975099,1,1,0.854894091,0.515044946,0.181839746
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.543).xes,0.954121492,1,1,0.859199873,0.527871483,0.189142103
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.571).xes,0.954298602,1,1,0.856501438,0.494630761,0.181959169
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.600).xes,0.953239099,1,1,0.857549174,0.495162775,0.181285469
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.629).xes,0.953317666,1,1,0.855315157,0.496609656,0.16660217
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.657).xes,0.953067642,1,1,0.857569952,0.478956705,0.198578617
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.686).xes,0.953430728,1,1,0.85692851,0.463613037,0.17138447
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.714).xes,0.952746587,1,1,0.858475721,0.443469479,0.175272136
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.743).xes,0.953044175,1,1,0.855215411,0.433334235,0.167767209
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.771).xes,0.954056134,1,1,0.854569834,0.434979726,0.172844552
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.800).xes,0.954157975,1,1,0.857338733,0.445222378,0.174882911
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.829).xes,0.95296758,1,1,0.859468418,0.415611687,0.188749401
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.857).xes,0.953590954,1,1,0.855539087,0.409000095,0.172197787
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.886).xes,0.954078932,1,1,0.854240481,0.409696103,0.175167906
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.914).xes,0.953098638,1,1,0.857893435,0.396508469,0.186456227
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.943).xes,0.953245857,1,1,0.849894733,0.383186807,0.186754329
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.971).xes,0.95405898,1,1,0.855364205,0.39193062,0.170737059
slo5_(C104-asymptomatic).xes,slo5_(C104-D1.000).xes,0.954950489,1,1,0.8509442,0.373272292,0.189656501
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.000).xes,0.953864189,1,1,0.855777937,0.784172856,0.59144813
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.029).xes,0.954620617,1,1,0.85362399,0.756698451,0.446134391
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.057).xes,0.953684023,1,1,0.852350219,0.713112522,0.352485102
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.086).xes,0.954470574,1,1,0.854170162,0.721315968,0.344916154
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.114).xes,0.953145593,1,1,0.853724314,0.683202105,0.283745213
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.143).xes,0.954725215,1,1,0.854586744,0.67630499,0.268738729
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.171).xes,0.954141604,1,1,0.858248453,0.668225615,0.23585172
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.200).xes,0.954023779,1,1,0.855744532,0.641024142,0.200102609
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.229).xes,0.954524221,1,1,0.854489305,0.619066321,0.188742516
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.257).xes,0.953295831,1,1,0.855884685,0.60901459,0.180143168
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.286).xes,0.953492737,1,1,0.854928641,0.574083984,0.169554858
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.314).xes,0.952235514,1,1,0.855453405,0.568212892,0.170399871
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.343).xes,0.955240607,1,1,0.857920131,0.570974788,0.16370817
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.371).xes,0.954428026,1,1,0.856236023,0.568487371,0.176944883
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.400).xes,0.954748724,1,1,0.854245787,0.51914647,0.19447832
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.429).xes,0.953157546,1,1,0.851015586,0.533774761,0.176462813
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.457).xes,0.955537363,1,1,0.857543387,0.527354255,0.159586114
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.486).xes,0.951193967,1,1,0.854737334,0.49659507,0.167592333
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.514).xes,0.952086228,1,1,0.856357474,0.458768306,0.167834444
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.543).xes,0.953575597,1,1,0.858544703,0.480409946,0.162632462
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.571).xes,0.951828276,1,1,0.856645511,0.461703785,0.178271108
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.600).xes,0.952068413,1,1,0.855099528,0.443493411,0.188977523
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.629).xes,0.953963191,1,1,0.854265253,0.44607911,0.185357162
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.657).xes,0.95272284,1,1,0.855336665,0.420204517,0.190875257
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.686).xes,0.954332355,1,1,0.85523146,0.429063957,0.192055908
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.714).xes,0.953182575,1,1,0.857434921,0.409522889,0.194160401
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.743).xes,0.952499618,1,1,0.857177649,0.398325511,0.194379417
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.771).xes,0.953013742,1,1,0.858174729,0.41889544,0.176388893
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.800).xes,0.954232507,1,1,0.852678147,0.382213002,0.174209162
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.829).xes,0.953745839,1,1,0.853328479,0.386706967,0.187978447
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.857).xes,0.955139047,1,1,0.856325175,0.357033254,0.188721484
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.886).xes,0.953621258,1,1,0.856233339,0.347136263,0.185320337
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.914).xes,0.952072061,1,1,0.855431971,0.3554625,0.190057482
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.943).xes,0.952585188,1,1,0.858376342,0.350985763,0.173349234
slo5_(C104-asymptomatic).xes,slo5_(C104-D0.971).xes,0.953494805,1,1,0.856889908,0.326705383,0.18607584
slo5_(C104-asymptomatic).xes,slo5_(C104-D1.000).xes,0.952827664,1,1,0.858161954,0.315669502,0.172560838
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.000).xes,0.965702871,1,1,0.85824691,0.779984642,0.599257919
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.029).xes,0.947665019,0.983027834,0,0.83521066,0.771279032,0.523810967
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.057).xes,0.921560237,0.956704381,0,0.820550437,0.769724135,0.548799014
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.086).xes,0.902384582,0.936663149,0,0.808629502,0.771466848,0.530787247
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.114).xes,0.873767047,0.908515673,0,0.791706805,0.782783271,0.474030865
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.143).xes,0.853127824,0.8906538,0,0.773109371,0.74527225,0.431551286
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.171).xes,0.837994372,0.873029071,0,0.763419454,0.732224451,0.471071046
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.000).xes,0.965702871,1,1,0.85824691,0.779984642,0.599257919
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.029).xes,0.947665019,0.983027834,0,0.83521066,0.771279032,0.523810967
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.057).xes,0.921560237,0.956704381,0,0.820550437,0.769724135,0.548799014
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.086).xes,0.902384582,0.936663149,0,0.808629502,0.771466848,0.530787247
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.114).xes,0.873767047,0.908515673,0,0.791706805,0.782783271,0.474030865
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.143).xes,0.853127824,0.8906538,0,0.773109371,0.74527225,0.431551286
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.171).xes,0.837994372,0.873029071,0,0.763419454,0.732224451,0.471071046
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.200).xes,0.813731258,0.857127842,0,0.744283894,0.747431577,0.454969958
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.229).xes,0.790942776,0.838792478,0,0.723339738,0.742107112,0.41794069
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.257).xes,0.783508234,0.830649286,0,0.72205156,0.732453474,0.417090374
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.286).xes,0.768805421,0.812352675,0,0.702680538,0.745233183,0.422401334
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.314).xes,0.720583307,0.773648602,0,0.671656372,0.715206855,0.404196633
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.343).xes,0.719455771,0.761769447,0,0.67034,0.72207149,0.365812379
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.371).xes,0.728726034,0.768994541,0,0.668070948,0.730841208,0.372695267
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.400).xes,0.714063999,0.76277176,0,0.645052928,0.720059292,0.378737608
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.429).xes,0.680007301,0.722345072,0,0.634974677,0.698412893,0.360316672
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.457).xes,0.664455603,0.716150638,0,0.616239532,0.695897376,0.346852685
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.486).xes,0.661888857,0.696658102,0,0.612782177,0.719849281,0.361914419
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.514).xes,0.651481839,0.705856748,0,0.596946407,0.708607287,0.293175669
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.543).xes,0.64533829,0.688318944,0,0.599003798,0.677658456,0.328343868
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.571).xes,0.616992517,0.675032769,0,0.584533208,0.712304568,0.337014508
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.600).xes,0.600122909,0.65636352,0,0.556973282,0.678708651,0.366017922
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.629).xes,0.59081192,0.64439919,0,0.560071958,0.718723115,0.302993713
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.657).xes,0.588666679,0.636957447,0,0.546478357,0.699970656,0.323958435
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.686).xes,0.576338051,0.63490421,0,0.540530669,0.690085546,0.326640274
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.714).xes,0.556407281,0.619372356,0,0.532297889,0.697332678,0.303007551
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.743).xes,0.526478736,0.570442192,0,0.508254703,0.682485211,0.27839996
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.771).xes,0.539318451,0.590759135,0,0.506065437,0.703488582,0.303354051
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.800).xes,0.556925218,0.611855569,0,0.513540302,0.683410854,0.280686152
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.829).xes,0.547253484,0.594277614,0,0.521887391,0.710084716,0.294837565
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.857).xes,0.518350969,0.569407221,0,0.483392609,0.714836264,0.274103639
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.886).xes,0.496383567,0.544981967,0,0.483215765,0.661591457,0.294040929
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.914).xes,0.540329478,0.590452624,0,0.487013094,0.698302501,0.317248458
wan-rep-for_(C104-asymptomatic).xes,wan-rep-for_(C104-D0.943).xes,0.508937198,0.565085678,0,0.470316324,0.687639782,0.265030991
